country_name,year,avg_maize_yield_tha,yoy_yield_change_t_ha,yoy_pct_change,productivity_status,global_median_t_ha
Central African Republic,2022,79.999995,0.0,0.0,Above Global Median,0.028054
Chad,1961,0.010588,,,Below Global Median,0.028054
Chad,1962,1e-06,-0.010587,-99.9906,Below Global Median,0.028054
Chad,1963,1e-06,0.0,0.0,Below Global Median,0.028054
Chad,1964,0.006258,0.006257,625700.0,Below Global Median,0.028054
Chad,1965,77.779996,77.773738,1242789.038,Above Global Median,0.028054
Chad,1966,0.008487,-77.771509,-99.9891,Below Global Median,0.028054
Chad,1967,1e-06,-0.008486,-99.9882,Below Global Median,0.028054
Chad,1968,2e-06,1e-06,100.0,Below Global Median,0.028054
Chad,1969,0.019231,0.019229,961450.0,Below Global Median,0.028054
Chad,1970,17.142999,17.123768,89042.5251,Above Global Median,0.028054
Chad,1971,0.022414,-17.120585,-99.8693,Below Global Median,0.028054
Chad,1972,0.021429,-0.000985,-4.3946,Below Global Median,0.028054
Chad,1973,0.018966,-0.002463,-11.4938,Below Global Median,0.028054
Chad,1974,20.535998,20.517032,108177.9606,Above Global Median,0.028054
Chad,1975,0.015152,-20.520846,-99.9262,Below Global Median,0.028054
Chad,1976,15.999999,15.984847,105496.6143,Above Global Median,0.028054
Chad,1977,9.5e-05,-15.999904,-99.9994,Below Global Median,0.028054
Chad,1978,7.5e-05,-2e-05,-21.0526,Below Global Median,0.028054
Chad,1979,79.999995,79.99992,106666560.0,Above Global Median,0.028054
Chad,1980,0.008333,-79.991662,-99.9896,Below Global Median,0.028054
Chad,1981,0.000875,-0.007458,-89.4996,Below Global Median,0.028054
Chad,1982,0.007244,0.006369,727.8857,Below Global Median,0.028054
Chad,1983,0.007776,0.000532,7.344,Below Global Median,0.028054
Chad,1984,0.008157,0.000381,4.8997,Below Global Median,0.028054
Chad,1985,8.3e-05,-0.008074,-98.9825,Below Global Median,0.028054
Chad,1986,0.007802,0.007719,9300.0,Below Global Median,0.028054
Chad,1987,0.007066,-0.000736,-9.4335,Below Global Median,0.028054
Chad,1988,0.010767,0.003701,52.3776,Below Global Median,0.028054
Chad,1989,0.009831,-0.000936,-8.6932,Below Global Median,0.028054
Chad,1990,97.679996,97.670165,993491.659,Above Global Median,0.028054
Chad,1991,98.459995,0.779999,0.7985,Above Global Median,0.028054
Chad,1992,0.012686,-98.447309,-99.9871,Below Global Median,0.028054
Chad,1993,0.008383,-0.004303,-33.9193,Below Global Median,0.028054
Chad,1994,0.012426,0.004043,48.2286,Below Global Median,0.028054
Chad,1995,0.008831,-0.003595,-28.9313,Below Global Median,0.028054
Chad,1996,0.008911,8e-05,0.9059,Below Global Median,0.028054
Chad,1997,95.659995,95.651084,1073404.6011,Above Global Median,0.028054
Chad,1998,14.067999,-81.591996,-85.2937,Above Global Median,0.028054
Chad,1999,69.909996,55.841997,396.9434,Above Global Median,0.028054
Chad,2000,75.299996,5.39,7.7099,Above Global Median,0.028054
Chad,2001,52.669996,-22.63,-30.0531,Above Global Median,0.028054
Chad,2002,71.279997,18.610001,35.3332,Above Global Median,0.028054
Chad,2003,90.749997,19.47,27.3148,Above Global Median,0.028054
Chad,2004,0.008451,-90.741546,-99.9907,Below Global Median,0.028054
Chad,2005,0.010938,0.002487,29.4285,Below Global Median,0.028054
Chad,2006,0.010666,-0.000272,-2.4867,Below Global Median,0.028054
Chad,2007,10.210999,10.200333,95634.099,Above Global Median,0.028054
Chad,2008,96.129996,85.918997,841.4358,Above Global Median,0.028054
Chad,2009,0.009831,-96.120165,-99.9898,Below Global Median,0.028054
Chad,2010,0.008174,-0.001657,-16.8548,Below Global Median,0.028054
Chad,2011,0.012271,0.004097,50.1223,Below Global Median,0.028054
Chad,2012,0.013679,0.001408,11.4742,Below Global Median,0.028054
Chad,2013,12.272999,12.25932,89621.4636,Above Global Median,0.028054
Chad,2014,11.639999,-0.633,-5.1577,Above Global Median,0.028054
Chad,2015,11.460999,-0.179,-1.5378,Above Global Median,0.028054
Chad,2016,12.725999,1.265,11.0374,Above Global Median,0.028054
Chad,2017,0.011814,-12.714185,-99.9072,Below Global Median,0.028054
Chad,2018,0.012809,0.000995,8.4222,Below Global Median,0.028054
Chad,2019,12.624999,12.61219,98463.5022,Above Global Median,0.028054
Chad,2020,12.028999,-0.596,-4.7208,Above Global Median,0.028054
Chad,2021,0.011236,-12.017763,-99.9066,Below Global Median,0.028054
Chad,2022,11.209999,11.198763,99668.592,Above Global Median,0.028054
Chile,1961,0.019538,,,Below Global Median,0.028054
Chile,1962,21.376998,21.35746,109312.4168,Above Global Median,0.028054
Chile,1963,20.867999,-0.508999,-2.3811,Above Global Median,0.028054
Chile,1964,0.027396,-20.840603,-99.8687,Below Global Median,0.028054
Chile,1965,0.029665,0.002269,8.2822,Above Global Median,0.028054
Chile,1966,35.356998,35.327333,119087.5881,Above Global Median,0.028054
Chile,1967,39.283998,3.927,11.1067,Above Global Median,0.028054
Chile,1968,36.232998,-3.051,-7.7665,Above Global Median,0.028054
Chile,1969,0.026316,-36.206682,-99.9274,Below Global Median,0.028054
Chile,1970,0.032366,0.00605,22.9898,Above Global Median,0.028054
Chile,1971,33.544998,33.512632,103542.7053,Above Global Median,0.028054
Chile,1972,33.497999,-0.046999,-0.1401,Above Global Median,0.028054
Chile,1973,0.034034,-33.463965,-99.8984,Above Global Median,0.028054
Chile,1974,34.108999,34.074965,100120.3649,Above Global Median,0.028054
Chile,1975,0.035935,-34.073064,-99.8946,Above Global Median,0.028054
Chile,1976,0.025788,-0.010147,-28.2371,Below Global Median,0.028054
Chile,1977,0.030748,0.00496,19.2338,Above Global Median,0.028054
Chile,1978,0.027363,-0.003385,-11.0088,Below Global Median,0.028054
Chile,1979,37.517998,37.490635,137012.1514,Above Global Median,0.028054
Chile,1980,0.034873,-37.483125,-99.907,Above Global Median,0.028054
Chile,1981,0.041277,0.006404,18.3638,Above Global Median,0.028054
Chile,1982,0.036957,-0.00432,-10.4659,Above Global Median,0.028054
Chile,1983,0.004337,-0.03262,-88.2647,Below Global Median,0.028054
Chile,1984,0.052135,0.047798,1102.0982,Above Global Median,0.028054
Chile,1985,0.059131,0.006996,13.419,Above Global Median,0.028054
Chile,1986,0.068865,0.009734,16.4618,Above Global Median,0.028054
Chile,1987,0.007121,-0.061744,-89.6595,Below Global Median,0.028054
Chile,1988,0.073176,0.066055,927.6085,Above Global Median,0.028054
Chile,1989,0.075288,0.002112,2.8862,Above Global Median,0.028054
Chile,1990,0.081395,0.006107,8.1115,Above Global Median,0.028054
Chile,1991,0.083916,0.002521,3.0972,Above Global Median,0.028054
Chile,1992,84.883995,84.800079,101053.5285,Above Global Median,0.028054
Chile,1993,8.488999,-76.394996,-89.9993,Above Global Median,0.028054
Chile,1994,0.089381,-8.399618,-98.9471,Above Global Median,0.028054
Chile,1995,9.099999,9.010618,10081.1336,Above Global Median,0.028054
Chile,1996,0.094453,-9.005546,-98.9621,Above Global Median,0.028054
Chile,1997,0.082417,-0.012036,-12.7428,Above Global Median,0.028054
Chile,1998,94.005995,93.923578,113961.4133,Above Global Median,0.028054
Chile,1999,0.085153,-93.920842,-99.9094,Above Global Median,0.028054
Chile,2000,0.009412,-0.075741,-88.947,Below Global Median,0.028054
Chile,2001,0.094306,0.084894,901.9762,Above Global Median,0.028054
Chile,2002,10.590199,10.495893,11129.6132,Above Global Median,0.028054
Chile,2003,0.099977,-10.490222,-99.0559,Above Global Median,0.028054
Chile,2004,0.110678,0.010701,10.7035,Above Global Median,0.028054
Chile,2005,11.228499,11.117821,10045.1951,Above Global Median,0.028054
Chile,2006,0.011184,-11.217315,-99.9004,Below Global Median,0.028054
Chile,2007,0.089302,0.078118,698.48,Above Global Median,0.028054
Chile,2008,0.101411,0.012109,13.5596,Above Global Median,0.028054
Chile,2009,0.104956,0.003545,3.4957,Above Global Median,0.028054
Chile,2010,0.110808,0.005852,5.5757,Above Global Median,0.028054
Chile,2011,0.119978,0.00917,8.2756,Above Global Median,0.028054
Chile,2012,0.107224,-0.012754,-10.6303,Above Global Median,0.028054
Chile,2013,0.106321,-0.000903,-0.8422,Above Global Median,0.028054
Chile,2014,0.101017,-0.005304,-4.9887,Above Global Median,0.028054
Chile,2015,0.122904,0.021887,21.6667,Above Global Median,0.028054
Chile,2016,0.011544,-0.11136,-90.6073,Below Global Median,0.028054
Chile,2017,0.112244,0.1007,872.3146,Above Global Median,0.028054
Chile,2018,0.124706,0.012462,11.1026,Above Global Median,0.028054
Chile,2019,12.099999,11.975293,9602.8202,Above Global Median,0.028054
Chile,2020,9.181399,-2.9186,-24.1207,Above Global Median,0.028054
Chile,2021,0.118109,-9.06329,-98.7136,Above Global Median,0.028054
Chile,2022,0.110302,-0.007807,-6.61,Above Global Median,0.028054
China,1961,11.841999,,,Above Global Median,0.028054
China,1962,0.012695,-11.829304,-99.8928,Below Global Median,0.028054
China,1963,0.013398,0.000703,5.5376,Below Global Median,0.028054
China,1964,0.014784,0.001386,10.3448,Below Global Median,0.028054
China,1965,0.015107,0.000323,2.1848,Below Global Median,0.028054
China,1966,17.134999,17.119892,113324.2338,Above Global Median,0.028054
China,1967,0.019344,-17.115655,-99.8871,Below Global Median,0.028054
China,1968,18.168999,18.149655,93825.7599,Above Global Median,0.028054
China,1969,0.017763,-18.151236,-99.9022,Below Global Median,0.028054
China,1970,0.020885,0.003122,17.5759,Below Global Median,0.028054
China,1971,21.455998,21.435113,102634.0101,Above Global Median,0.028054
China,1972,0.019238,-21.43676,-99.9103,Below Global Median,0.028054
China,1973,0.023336,0.004098,21.3016,Below Global Median,0.028054
China,1974,0.024677,0.001341,5.7465,Below Global Median,0.028054
China,1975,0.025416,0.000739,2.9947,Below Global Median,0.028054
China,1976,0.025066,-0.00035,-1.3771,Below Global Median,0.028054
China,1977,25.154998,25.129932,100255.0547,Above Global Median,0.028054
China,1978,0.002803,-25.152195,-99.9889,Below Global Median,0.028054
China,1979,0.029852,0.027049,965.0018,Above Global Median,0.028054
China,1980,30.788999,30.759147,103038.8148,Above Global Median,0.028054
China,1981,30.512998,-0.276001,-0.8964,Above Global Median,0.028054
China,1982,0.032691,-30.480307,-99.8929,Above Global Median,0.028054
China,1983,36.234999,36.202308,110740.9012,Above Global Median,0.028054
China,1984,39.601998,3.366999,9.2921,Above Global Median,0.028054
China,1985,0.036072,-39.565926,-99.9089,Above Global Median,0.028054
China,1986,37.050998,37.014926,102614.0109,Above Global Median,0.028054
China,1987,39.204998,2.154,5.8136,Above Global Median,0.028054
China,1988,39.280999,0.076001,0.1939,Above Global Median,0.028054
China,1989,0.038781,-39.242218,-99.9013,Above Global Median,0.028054
China,1990,45.239997,45.201216,116555.0553,Above Global Median,0.028054
China,1991,0.045783,-45.194214,-99.8988,Above Global Median,0.028054
China,1992,0.045327,-0.000456,-0.996,Above Global Median,0.028054
China,1993,0.004963,-0.040364,-89.0507,Below Global Median,0.028054
China,1994,0.046935,0.041972,845.6982,Above Global Median,0.028054
China,1995,49.168997,49.122062,104659.7678,Above Global Median,0.028054
China,1996,0.052033,-49.116964,-99.8942,Above Global Median,0.028054
China,1997,43.873997,43.821964,84219.5607,Above Global Median,0.028054
China,1998,0.052678,-43.821319,-99.8799,Above Global Median,0.028054
China,1999,0.049447,-0.003231,-6.1335,Above Global Median,0.028054
China,2000,0.045975,-0.003472,-7.0217,Above Global Median,0.028054
China,2001,46.984997,46.939022,102096.8396,Above Global Median,0.028054
China,2002,0.048714,-46.936283,-99.8963,Above Global Median,0.028054
China,2003,48.125997,48.077283,98692.9486,Above Global Median,0.028054
China,2004,0.051203,-48.074794,-99.8936,Above Global Median,0.028054
China,2005,52.872996,52.821793,103161.5198,Above Global Median,0.028054
China,2006,53.262997,0.390001,0.7376,Above Global Median,0.028054
China,2007,0.051667,-53.21133,-99.903,Above Global Median,0.028054
China,2008,0.055557,0.00389,7.529,Above Global Median,0.028054
China,2009,0.052585,-0.002972,-5.3495,Above Global Median,0.028054
China,2010,0.054592,0.002007,3.8167,Above Global Median,0.028054
China,2011,0.057475,0.002883,5.281,Above Global Median,0.028054
China,2012,0.058697,0.001222,2.1261,Above Global Median,0.028054
China,2013,60.158997,60.1003,102390.7525,Above Global Median,0.028054
China,2014,0.058089,-60.100908,-99.9034,Above Global Median,0.028054
China,2015,0.058929,0.00084,1.4461,Above Global Median,0.028054
China,2016,59.670997,59.612068,101159.1373,Above Global Median,0.028054
China,2017,0.061103,-59.609894,-99.8976,Above Global Median,0.028054
China,2018,0.061043,-6e-05,-0.0982,Above Global Median,0.028054
China,2019,0.063173,0.00213,3.4893,Above Global Median,0.028054
China,2020,0.063177,4e-06,0.0063,Above Global Median,0.028054
China,2021,0.006291,-0.056886,-90.0423,Below Global Median,0.028054
China,2022,0.064361,0.05807,923.0647,Above Global Median,0.028054
Colombia,1961,10.656999,,,Above Global Median,0.028054
Colombia,1962,0.010818,-10.646181,-99.8985,Below Global Median,0.028054
Colombia,1963,0.011348,0.00053,4.8992,Below Global Median,0.028054
Colombia,1964,12.544999,12.533651,110448.1054,Above Global Median,0.028054
Colombia,1965,0.012022,-12.532977,-99.9042,Below Global Median,0.028054
Colombia,1966,0.001005,-0.011017,-91.6403,Below Global Median,0.028054
Colombia,1967,0.010759,0.009754,970.5473,Below Global Median,0.028054
Colombia,1968,0.010831,7.2e-05,0.6692,Below Global Median,0.028054
Colombia,1969,0.012034,0.001203,11.107,Below Global Median,0.028054
Colombia,1970,13.256999,13.244965,110062.8636,Above Global Median,0.028054
Colombia,1971,0.012281,-13.244718,-99.9074,Below Global Median,0.028054
Colombia,1972,0.001291,-0.01099,-89.4878,Below Global Median,0.028054
Colombia,1973,0.012737,0.011446,886.5995,Below Global Median,0.028054
Colombia,1974,0.013884,0.001147,9.0053,Below Global Median,0.028054
Colombia,1975,12.616999,12.603115,90774.3806,Above Global Median,0.028054
Colombia,1976,0.013648,-12.603351,-99.8918,Below Global Median,0.028054
Colombia,1977,0.012968,-0.00068,-4.9824,Below Global Median,0.028054
Colombia,1978,0.012851,-0.000117,-0.9022,Below Global Median,0.028054
Colombia,1979,0.014136,0.001285,9.9992,Below Global Median,0.028054
Colombia,1980,0.013893,-0.000243,-1.719,Below Global Median,0.028054
Colombia,1981,13.989999,13.976106,100598.1861,Above Global Median,0.028054
Colombia,1982,0.014125,-13.975874,-99.899,Below Global Median,0.028054
Colombia,1983,0.014834,0.000709,5.0195,Below Global Median,0.028054
Colombia,1984,0.014575,-0.000259,-1.746,Below Global Median,0.028054
Colombia,1985,0.014107,-0.000468,-3.211,Below Global Median,0.028054
Colombia,1986,13.321999,13.307892,94335.3796,Above Global Median,0.028054
Colombia,1987,13.801999,0.48,3.6031,Above Global Median,0.028054
Colombia,1988,0.001367,-13.800632,-99.9901,Below Global Median,0.028054
Colombia,1989,0.013749,0.012382,905.7791,Below Global Median,0.028054
Colombia,1990,0.014498,0.000749,5.4477,Below Global Median,0.028054
Colombia,1991,15.497999,15.483501,106797.4962,Above Global Median,0.028054
Colombia,1992,15.174999,-0.323,-2.0841,Above Global Median,0.028054
Colombia,1993,0.015465,-15.159534,-99.8981,Below Global Median,0.028054
Colombia,1994,15.670999,15.655534,101232.0336,Above Global Median,0.028054
Colombia,1995,0.015537,-15.655462,-99.9009,Below Global Median,0.028054
Colombia,1996,0.016293,0.000756,4.8658,Below Global Median,0.028054
Colombia,1997,0.017054,0.000761,4.6707,Below Global Median,0.028054
Colombia,1998,16.597999,16.580945,97226.1346,Above Global Median,0.028054
Colombia,1999,17.960999,1.363,8.2118,Above Global Median,0.028054
Colombia,2000,0.021064,-17.939935,-99.8827,Below Global Median,0.028054
Colombia,2001,0.020755,-0.000309,-1.467,Below Global Median,0.028054
Colombia,2002,0.022773,0.002018,9.723,Below Global Median,0.028054
Colombia,2003,0.026518,0.003745,16.4449,Below Global Median,0.028054
Colombia,2004,0.026357,-0.000161,-0.6071,Below Global Median,0.028054
Colombia,2005,0.027537,0.00118,4.477,Below Global Median,0.028054
Colombia,2006,0.025368,-0.002169,-7.8767,Below Global Median,0.028054
Colombia,2007,0.027661,0.002293,9.0389,Below Global Median,0.028054
Colombia,2008,0.027712,5.1e-05,0.1844,Below Global Median,0.028054
Colombia,2009,0.026845,-0.000867,-3.1286,Below Global Median,0.028054
Colombia,2010,27.226999,27.200154,101322.9801,Above Global Median,0.028054
Colombia,2011,28.590999,1.364,5.0097,Above Global Median,0.028054
Colombia,2012,0.029052,-28.561947,-99.8984,Above Global Median,0.028054
Colombia,2013,0.028246,-0.000806,-2.7743,Above Global Median,0.028054
Colombia,2014,0.035651,0.007405,26.2161,Above Global Median,0.028054
Colombia,2015,36.713998,36.678347,102881.6779,Above Global Median,0.028054
Colombia,2016,0.030737,-36.683261,-99.9163,Above Global Median,0.028054
Colombia,2017,0.035005,0.004268,13.8855,Above Global Median,0.028054
Colombia,2018,0.034989,-1.6e-05,-0.0457,Above Global Median,0.028054
Colombia,2019,37.417998,37.383009,106842.1761,Above Global Median,0.028054
Colombia,2020,0.040366,-37.377632,-99.8921,Above Global Median,0.028054
Colombia,2021,0.039882,-0.000484,-1.199,Above Global Median,0.028054
Colombia,2022,0.041528,0.001646,4.1272,Above Global Median,0.028054
Comoros,1961,10.454999,,,Above Global Median,0.028054
Comoros,1962,0.010952,-10.444047,-99.8952,Below Global Median,0.028054
Comoros,1963,0.010222,-0.00073,-6.6654,Below Global Median,0.028054
Comoros,1964,0.000104,-0.010118,-98.9826,Below Global Median,0.028054
Comoros,1965,10.713999,10.713895,10301822.1154,Above Global Median,0.028054
Comoros,1966,1.1e-05,-10.713988,-99.9999,Below Global Median,0.028054
Comoros,1967,0.010938,0.010927,99336.3636,Below Global Median,0.028054
Comoros,1968,0.010938,0.0,0.0,Below Global Median,0.028054
Comoros,1969,10.605999,10.595061,96864.701,Above Global Median,0.028054
Comoros,1970,10.605999,0.0,0.0,Above Global Median,0.028054
Comoros,1971,10.605999,0.0,0.0,Above Global Median,0.028054
Comoros,1972,0.010588,-10.595411,-99.9002,Below Global Median,0.028054
Comoros,1973,10.570999,10.560411,99739.4314,Above Global Median,0.028054
Comoros,1974,10.555999,-0.015,-0.1419,Above Global Median,0.028054
Comoros,1975,0.010526,-10.545473,-99.9003,Below Global Median,0.028054
Comoros,1976,0.000105,-0.010421,-99.0025,Below Global Median,0.028054
Comoros,1977,0.010698,0.010593,10088.5714,Below Global Median,0.028054
Comoros,1978,1e-06,-0.010697,-99.9907,Below Global Median,0.028054
Comoros,1979,1e-06,0.0,0.0,Below Global Median,0.028054
Comoros,1980,1e-06,0.0,0.0,Below Global Median,0.028054
Comoros,1981,1e-06,0.0,0.0,Below Global Median,0.028054
Comoros,1982,1e-06,0.0,0.0,Below Global Median,0.028054
Comoros,1983,0.000125,0.000124,12400.0,Below Global Median,0.028054
Comoros,1984,17.249999,17.249874,13799899.2,Above Global Median,0.028054
Comoros,1985,0.014792,-17.235207,-99.9142,Below Global Median,0.028054
Comoros,1986,16.624999,16.610207,112291.8267,Above Global Median,0.028054
Comoros,1987,0.024025,-16.600974,-99.8555,Below Global Median,0.028054
Comoros,1988,0.024022,-3e-06,-0.0125,Below Global Median,0.028054
Comoros,1989,24.034998,24.010976,99954.1087,Above Global Median,0.028054
Comoros,1990,23.799999,-0.234999,-0.9777,Above Global Median,0.028054
Comoros,1991,0.023379,-23.77662,-99.9018,Below Global Median,0.028054
Comoros,1992,0.023197,-0.000182,-0.7785,Below Global Median,0.028054
Comoros,1993,23.014998,22.991801,99115.4072,Above Global Median,0.028054
Comoros,1994,0.022834,-22.992164,-99.9008,Below Global Median,0.028054
Comoros,1995,0.022652,-0.000182,-0.7971,Below Global Median,0.028054
Comoros,1996,0.022452,-0.0002,-0.8829,Below Global Median,0.028054
Comoros,1997,21.764998,21.742546,96840.1301,Above Global Median,0.028054
Comoros,1998,19.327999,-2.436999,-11.1969,Above Global Median,0.028054
Comoros,1999,0.021815,-19.306184,-99.8871,Below Global Median,0.028054
Comoros,2000,0.021208,-0.000607,-2.7825,Below Global Median,0.028054
Comoros,2001,0.020895,-0.000313,-1.4759,Below Global Median,0.028054
Comoros,2002,20.888999,20.868104,99871.2802,Above Global Median,0.028054
Comoros,2003,0.020732,-20.868267,-99.9008,Below Global Median,0.028054
Comoros,2004,0.020575,-0.000157,-0.7573,Below Global Median,0.028054
Comoros,2005,0.020418,-0.000157,-0.7631,Below Global Median,0.028054
Comoros,2006,0.020261,-0.000157,-0.7689,Below Global Median,0.028054
Comoros,2007,0.021994,0.001733,8.5534,Below Global Median,0.028054
Comoros,2008,19.914999,19.893005,90447.4175,Above Global Median,0.028054
Comoros,2009,19.735999,-0.179,-0.8988,Above Global Median,0.028054
Comoros,2010,19.556999,-0.179,-0.907,Above Global Median,0.028054
Comoros,2011,19.377999,-0.179,-0.9153,Above Global Median,0.028054
Comoros,2012,0.000192,-19.377807,-99.999,Below Global Median,0.028054
Comoros,2013,0.019021,0.018829,9806.7708,Below Global Median,0.028054
Comoros,2014,0.018842,-0.000179,-0.9411,Below Global Median,0.028054
Comoros,2015,0.018663,-0.000179,-0.95,Below Global Median,0.028054
Comoros,2016,0.018484,-0.000179,-0.9591,Below Global Median,0.028054
Comoros,2017,18.305999,18.287515,98936.9996,Above Global Median,0.028054
Comoros,2018,18.039999,-0.266,-1.4531,Above Global Median,0.028054
Comoros,2019,0.017981,-18.022018,-99.9003,Below Global Median,0.028054
Comoros,2020,0.017844,-0.000137,-0.7619,Below Global Median,0.028054
Comoros,2021,17.689999,17.672155,99036.9592,Above Global Median,0.028054
Comoros,2022,0.017543,-17.672456,-99.9008,Below Global Median,0.028054
Congo,1961,7.5e-05,,,Below Global Median,0.028054
Congo,1962,7.5e-05,0.0,0.0,Below Global Median,0.028054
Congo,1963,0.000102,2.7e-05,36.0,Below Global Median,0.028054
Congo,1964,1e-06,-0.000101,-99.0196,Below Global Median,0.028054
Congo,1965,1e-06,0.0,0.0,Below Global Median,0.028054
Congo,1966,0.000625,0.000624,62400.0,Below Global Median,0.028054
Congo,1967,0.000625,0.0,0.0,Below Global Median,0.028054
Congo,1968,0.009375,0.00875,1400.0,Below Global Median,0.028054
Congo,1969,0.005714,-0.003661,-39.0507,Below Global Median,0.028054
Congo,1970,0.005714,0.0,0.0,Below Global Median,0.028054
Congo,1971,0.006667,0.000953,16.6783,Below Global Median,0.028054
Congo,1972,0.006667,0.0,0.0,Below Global Median,0.028054
Congo,1973,0.005385,-0.001282,-19.229,Below Global Median,0.028054
Congo,1974,60.539997,60.534612,1124133.9276,Above Global Median,0.028054
Congo,1975,59.999996,-0.540001,-0.892,Above Global Median,0.028054
Congo,1976,59.999996,0.0,0.0,Above Global Median,0.028054
Congo,1977,61.109996,1.11,1.85,Above Global Median,0.028054
Congo,1978,38.459998,-22.649998,-37.0643,Above Global Median,0.028054
Congo,1979,0.006538,-38.45346,-99.983,Below Global Median,0.028054
Congo,1980,0.008056,0.001518,23.2181,Below Global Median,0.028054
Congo,1981,9.6e-05,-0.00796,-98.8083,Below Global Median,0.028054
Congo,1982,0.005701,0.005605,5838.5417,Below Global Median,0.028054
Congo,1983,0.007166,0.001465,25.6972,Below Global Median,0.028054
Congo,1984,0.006547,-0.000619,-8.638,Below Global Median,0.028054
Congo,1985,0.007564,0.001017,15.5338,Below Global Median,0.028054
Congo,1986,0.008365,0.000801,10.5896,Below Global Median,0.028054
Congo,1987,0.007558,-0.000807,-9.6473,Below Global Median,0.028054
Congo,1988,78.959996,78.952438,1044620.7727,Above Global Median,0.028054
Congo,1989,0.008243,-78.951753,-99.9896,Below Global Median,0.028054
Congo,1990,57.839996,57.831753,701586.2307,Above Global Median,0.028054
Congo,1991,0.005984,-57.834012,-99.9897,Below Global Median,0.028054
Congo,1992,0.006041,5.7e-05,0.9525,Below Global Median,0.028054
Congo,1993,0.006028,-1.3e-05,-0.2152,Below Global Median,0.028054
Congo,1994,0.006239,0.000211,3.5003,Below Global Median,0.028054
Congo,1995,76.309997,76.303758,1223012.6302,Above Global Median,0.028054
Congo,1996,0.007725,-76.302272,-99.9899,Below Global Median,0.028054
Congo,1997,0.007732,7e-06,0.0906,Below Global Median,0.028054
Congo,1998,78.249997,78.242265,1011927.8971,Above Global Median,0.028054
Congo,1999,77.129996,-1.120001,-1.4313,Above Global Median,0.028054
Congo,2000,79.999995,2.869999,3.721,Above Global Median,0.028054
Congo,2001,0.000803,-79.999192,-99.999,Below Global Median,0.028054
Congo,2002,0.000806,3e-06,0.3736,Below Global Median,0.028054
Congo,2003,0.008152,0.007346,911.4144,Below Global Median,0.028054
Congo,2004,80.619997,80.611845,988859.7277,Above Global Median,0.028054
Congo,2005,80.869997,0.25,0.3101,Above Global Median,0.028054
Congo,2006,0.008174,-80.861823,-99.9899,Below Global Median,0.028054
Congo,2007,0.007917,-0.000257,-3.1441,Below Global Median,0.028054
Congo,2008,0.008049,0.000132,1.6673,Below Global Median,0.028054
Congo,2009,0.008095,4.6e-05,0.5715,Below Global Median,0.028054
Congo,2010,0.008174,7.9e-05,0.9759,Below Global Median,0.028054
Congo,2011,0.008285,0.000111,1.358,Below Global Median,0.028054
Congo,2012,82.189995,82.18171,991933.7357,Above Global Median,0.028054
Congo,2013,0.008239,-82.181756,-99.99,Below Global Median,0.028054
Congo,2014,0.000854,-0.007385,-89.6347,Below Global Median,0.028054
Congo,2015,0.008691,0.007837,917.6815,Below Global Median,0.028054
Congo,2016,0.008969,0.000278,3.1987,Below Global Median,0.028054
Congo,2017,0.009307,0.000338,3.7685,Below Global Median,0.028054
Congo,2018,96.199995,96.190688,1033530.5469,Above Global Median,0.028054
Congo,2019,1e-06,-96.199994,-100.0,Below Global Median,0.028054
Congo,2020,1e-06,0.0,0.0,Below Global Median,0.028054
Congo,2021,1e-06,0.0,0.0,Below Global Median,0.028054
Congo,2022,1e-06,0.0,0.0,Below Global Median,0.028054
Costa Rica,1961,0.010239,,,Below Global Median,0.028054
Costa Rica,1962,0.010517,0.000278,2.7151,Below Global Median,0.028054
Costa Rica,1963,0.011125,0.000608,5.7811,Below Global Median,0.028054
Costa Rica,1964,0.009248,-0.001877,-16.8719,Below Global Median,0.028054
Costa Rica,1965,0.014955,0.005707,61.7106,Below Global Median,0.028054
Costa Rica,1966,12.702999,12.688044,84841.4845,Above Global Median,0.028054
Costa Rica,1967,12.961999,0.259,2.0389,Above Global Median,0.028054
Costa Rica,1968,0.014224,-12.947775,-99.8903,Below Global Median,0.028054
Costa Rica,1969,0.013657,-0.000567,-3.9862,Below Global Median,0.028054
Costa Rica,1970,11.388999,11.375342,83293.1244,Above Global Median,0.028054
Costa Rica,1971,0.013528,-11.375471,-99.8812,Below Global Median,0.028054
Costa Rica,1972,0.013727,0.000199,1.471,Below Global Median,0.028054
Costa Rica,1973,10.821999,10.808272,78737.3206,Above Global Median,0.028054
Costa Rica,1974,0.014735,-10.807264,-99.8638,Below Global Median,0.028054
Costa Rica,1975,13.148999,13.134264,89136.5049,Above Global Median,0.028054
Costa Rica,1976,15.303999,2.155,16.3891,Above Global Median,0.028054
Costa Rica,1977,0.018022,-15.285977,-99.8822,Below Global Median,0.028054
Costa Rica,1978,16.898999,16.880977,93668.7216,Above Global Median,0.028054
Costa Rica,1979,0.016542,-16.882457,-99.9021,Below Global Median,0.028054
Costa Rica,1980,0.019387,0.002845,17.1986,Below Global Median,0.028054
Costa Rica,1981,17.645999,17.626612,90919.7503,Above Global Median,0.028054
Costa Rica,1982,0.015294,-17.630705,-99.9133,Below Global Median,0.028054
Costa Rica,1983,0.015159,-0.000135,-0.8827,Below Global Median,0.028054
Costa Rica,1984,0.016803,0.001644,10.845,Below Global Median,0.028054
Costa Rica,1985,0.016047,-0.000756,-4.4992,Below Global Median,0.028054
